date,rainfall_mm,water_level_meters,flow_m3_s,temperature_celsius,do_mg_L,bod_mg_L,nitrate_mg_L,fecal_coliform_mpn_100ml
2023-10-06,4.22,73.85,1387.57,28.41,4.83,6.91,5.91,14354.0
2023-10-07,2.13,73.86,1388.05,27.76,5.21,6.38,6.4,13892.0
2023-10-08,1.76,73.87,1390.38,27.26,5.06,6.6,6.23,13087.0
2023-10-09,1.56,73.81,1381.69,27.75,5.21,6.18,5.7,12172.0
2023-10-10,1.45,73.62,1352.73,28.4,5.29,6.64,6.0,10878.0
2023-10-11,1.32,73.57,1345.1,28.03,5.19,7.13,5.96,9964.0
2023-10-12,0.56,73.35,1311.97,27.46,4.96,6.79,6.11,9036.0
2023-10-13,4.99,73.33,1309.85,28.18,5.27,7.07,5.9,8813.0
2023-10-14,3.64,73.48,1331.33,27.87,4.98,6.94,5.67,8489.0
2023-10-15,4.6,73.66,1358.42,28.03,5.12,6.84,6.01,9026.0
2023-10-16,4.12,73.78,1376.86,27.52,5.85,6.01,6.07,8496.0
2023-10-17,0.18,73.84,1385.09,26.93,5.54,6.85,6.0,7853.0
2023-10-18,0.37,73.67,1359.79,26.44,5.65,5.96,5.66,7302.0
2023-10-19,2.11,73.6,1349.05,26.53,5.26,7.48,5.9,7083.0
2023-10-20,4.09,73.6,1349.73,26.65,5.3,7.12,5.99,7046.0
2023-10-21,3.91,73.69,1363.39,26.76,5.65,7.6,5.71,7330.0
2023-10-22,4.3,73.74,1370.45,26.37,5.46,6.86,6.19,8217.0
2023-10-23,3.51,73.85,1387.87,26.38,5.57,6.24,6.16,7474.0
2023-10-24,0.35,73.87,1390.26,25.53,5.52,6.64,6.11,6900.0
2023-10-25,0.84,73.73,1369.29,25.84,5.15,6.9,5.83,5979.0
2023-10-26,3.34,73.63,1353.42,25.84,5.57,6.02,5.97,5469.0
2023-10-27,1.94,73.63,1353.52,25.91,5.44,6.67,5.65,5009.0
2023-10-28,0.18,73.58,1347.1,25.31,4.42,10.51,5.88,4562.0
2023-10-29,0.34,73.37,1315.0,25.88,5.78,6.85,5.74,4416.0
2023-10-30,0.48,73.28,1300.97,25.16,5.3,6.02,5.96,3715.0
2023-10-31,1.35,73.18,1287.1,25.11,5.06,6.97,5.34,3088.0
2023-11-01,2.36,73.12,1277.07,25.17,5.29,6.99,5.63,2557.0
2023-11-02,1.63,73.05,1266.89,25.16,5.69,6.53,5.64,2836.0
2023-11-03,1.87,73.01,1261.87,23.63,6.03,5.71,5.99,2980.0
2023-11-04,1.2,73.0,1260.25,24.85,5.72,5.89,5.49,3159.0
2023-11-05,0.51,72.86,1237.95,24.6,5.47,6.71,5.74,3154.0
2023-11-06,0.46,72.78,1225.97,25.02,5.56,6.24,5.63,3001.0
2023-11-07,1.62,72.6,1199.75,24.37,5.76,6.97,5.41,3133.0
2023-11-08,2.21,72.53,1188.52,23.41,5.65,6.03,5.95,2688.0
2023-11-09,4.86,72.53,1188.63,23.66,6.03,6.22,5.6,4074.0
2023-11-10,0.94,72.52,1188.16,23.38,5.73,6.2,5.68,3384.0
2023-11-11,2.41,72.36,1164.12,23.56,6.1,6.43,5.25,3228.0
2023-11-12,2.26,72.34,1160.26,23.07,5.79,7.21,5.39,3150.0
2023-11-13,3.32,72.26,1148.86,23.04,5.85,6.4,4.67,3293.0
2023-11-14,4.55,72.32,1157.41,23.45,5.7,6.49,5.44,4032.0
2023-11-15,1.94,72.34,1160.94,22.53,5.71,6.67,5.63,4165.0
2023-11-16,1.49,72.37,1165.22,22.27,5.83,6.94,6.13,4185.0
2023-11-17,0.6,72.2,1139.12,22.15,6.82,6.07,5.45,5413.0
2023-11-18,3.14,72.17,1135.36,22.3,5.48,6.64,6.22,5696.0
2023-11-19,2.7,72.18,1137.18,21.56,5.84,6.29,5.6,5286.0
2023-11-20,4.54,72.23,1144.3,22.09,6.02,6.42,5.67,5639.0
2023-11-21,1.23,72.31,1156.23,22.29,5.81,6.12,5.69,5926.0
2023-11-22,0.99,72.27,1150.18,21.84,6.05,6.61,6.02,5237.0
2023-11-23,3.79,72.12,1128.33,21.4,6.15,6.85,5.58,5948.0
2023-11-24,1.32,72.09,1122.97,21.65,6.27,6.55,5.88,6302.0
2023-11-25,1.44,71.93,1099.43,22.03,5.72,6.83,5.39,6034.0
2023-11-26,1.18,71.75,1071.98,21.07,6.36,6.52,5.89,5577.0
2023-11-27,4.0,71.67,1059.64,20.81,6.49,6.04,5.13,5823.0
2023-11-28,3.56,71.76,1072.98,20.51,6.02,6.69,5.54,6978.0
2023-11-29,4.31,71.76,1074.05,21.55,6.35,6.99,5.64,7911.0
2023-11-30,1.04,71.82,1082.17,20.62,6.49,6.1,5.44,7955.0
2023-12-01,1.97,71.72,1067.7,21.21,5.87,6.5,5.47,7675.0
2023-12-02,2.03,71.7,1064.83,20.13,6.31,6.12,5.08,6806.0
2023-12-03,4.81,71.69,1062.77,20.15,6.34,6.31,5.35,6540.0
2023-12-04,0.36,71.7,1064.57,19.82,6.09,6.53,5.32,5923.0
2023-12-05,4.61,71.59,1047.62,19.53,6.48,5.9,5.41,5710.0
2023-12-06,4.21,71.59,1048.11,19.99,6.29,6.23,5.32,6366.0
2023-12-07,2.94,71.7,1063.9,20.4,6.05,6.79,5.07,6096.0
2023-12-08,3.75,71.76,1073.84,20.2,6.23,6.67,5.86,6551.0
2023-12-09,4.9,71.76,1073.43,19.65,6.6,6.54,5.78,6720.0
2023-12-10,4.6,71.89,1092.95,19.3,6.4,6.2,5.69,6758.0
2023-12-11,2.07,71.94,1100.21,18.8,6.61,6.14,5.62,6231.0
2023-12-12,0.86,71.83,1084.59,18.98,6.39,6.68,5.52,5664.0
2023-12-13,4.24,71.83,1083.88,18.85,6.28,7.29,5.34,5583.0
2023-12-14,3.72,71.91,1095.46,18.93,6.12,7.06,5.53,5498.0
2023-12-15,2.19,71.94,1100.6,18.41,6.24,6.1,5.32,5136.0
2023-12-16,3.19,71.91,1096.52,18.67,6.35,6.59,6.34,5253.0
2023-12-17,2.18,71.88,1091.61,18.45,6.86,6.56,5.25,5492.0
2023-12-18,0.8,71.83,1083.48,18.55,6.24,7.11,5.39,4583.0
2023-12-19,2.57,71.74,1070.88,18.7,6.45,5.97,5.67,4124.0
2023-12-20,2.3,71.7,1065.29,19.17,6.28,5.6,5.95,3778.0
2023-12-21,0.41,71.61,1051.86,18.49,5.02,10.48,5.78,3212.0
2023-12-22,2.23,71.51,1036.59,17.59,6.45,6.28,5.65,3234.0
2023-12-23,1.03,71.39,1017.88,18.45,6.34,6.57,5.5,2664.0
2023-12-24,2.83,71.21,990.38,18.23,6.37,6.28,5.8,2813.0
2023-12-25,4.23,71.19,987.74,17.22,6.33,6.47,5.3,3224.0
2023-12-26,3.41,71.21,991.63,17.11,6.55,6.15,5.88,3383.0
2023-12-27,4.75,71.33,1009.15,18.06,6.78,5.9,5.38,3474.0
2023-12-28,4.75,71.49,1033.83,17.59,6.86,6.53,5.62,3604.0
2023-12-29,1.26,71.52,1038.18,16.42,6.64,5.82,5.8,3612.0
2023-12-30,1.97,71.41,1020.42,17.27,6.87,5.91,5.18,3323.0
2023-12-31,1.75,71.29,1003.3,17.16,6.55,6.33,5.07,3462.0
2024-01-01,2.53,71.22,993.14,16.76,6.79,5.96,5.44,3848.0
2024-01-02,4.74,71.28,1001.05,16.98,6.49,6.6,5.59,4324.0
2024-01-03,3.04,71.35,1011.83,17.85,6.26,6.88,5.62,4871.0
2024-01-04,4.26,71.42,1021.91,17.06,6.41,6.29,5.52,4745.0
2024-01-05,2.75,71.38,1016.01,16.59,6.48,6.47,6.06,5294.0
2024-01-06,0.73,71.34,1010.61,16.73,6.66,6.18,5.71,4637.0
2024-01-07,0.53,71.23,994.19,16.24,6.76,6.16,5.43,3655.0
2024-01-08,4.38,71.26,998.85,16.74,6.72,6.6,5.44,4234.0
2024-01-09,1.25,71.25,997.34,17.24,6.45,6.0,5.66,4077.0
2024-01-10,3.72,71.14,980.82,16.56,6.71,6.27,5.59,4354.0
2024-01-11,3.46,71.14,980.05,16.86,6.63,5.44,5.23,4731.0
2024-01-12,4.25,71.19,988.76,16.35,6.76,5.81,5.57,4417.0
2024-01-13,1.69,71.27,1000.17,16.22,6.57,6.0,5.95,4827.0
2024-01-14,1.49,71.19,988.22,16.4,6.12,6.89,6.11,4797.0
2024-01-15,4.41,71.09,972.68,16.04,6.38,6.93,5.56,5457.0
2024-01-16,0.78,71.08,971.04,16.17,6.83,6.02,5.32,5665.0
2024-01-17,0.31,70.88,941.79,16.1,6.38,6.89,5.64,4380.0
2024-01-18,0.09,70.82,932.6,15.72,6.76,6.41,4.87,4109.0
2024-01-19,0.74,70.67,910.62,16.65,6.7,6.17,5.09,3833.0
2024-01-20,1.31,70.57,895.85,16.2,6.72,6.72,5.22,4155.0
2024-01-21,4.71,70.43,874.77,16.8,6.75,6.23,4.88,4344.0
2024-01-22,1.45,70.47,880.16,15.48,6.77,6.04,4.96,4102.0
2024-01-23,0.94,70.37,864.41,15.58,7.54,5.4,5.08,3516.0
2024-01-24,3.64,70.35,862.36,15.26,7.04,5.56,5.01,3696.0
2024-01-25,1.32,70.32,857.79,16.55,6.83,6.4,5.38,4832.0
2024-01-26,1.25,70.21,841.08,15.82,6.68,6.42,5.55,11353.0
2024-01-27,3.54,70.17,834.56,15.82,7.01,6.25,5.07,10686.0
2024-01-28,1.72,70.17,834.59,16.08,6.7,6.39,5.4,9699.0
2024-01-29,2.91,70.14,830.67,15.7,6.69,6.09,4.82,9007.0
2024-01-30,4.21,70.17,835.56,15.59,6.74,6.12,5.09,9360.0
2024-01-31,4.25,70.28,851.61,16.1,6.73,6.11,5.49,9640.0
2024-02-01,0.51,70.35,861.4,15.88,6.67,5.99,5.08,9426.0
2024-02-02,4.75,70.28,850.98,15.68,6.8,5.78,5.67,8728.0
2024-02-03,2.5,70.33,859.61,16.47,6.4,6.48,4.87,7910.0
2024-02-04,3.29,70.36,863.98,17.26,6.65,5.98,4.88,7943.0
2024-02-05,4.11,70.35,862.45,17.07,6.78,6.44,5.18,8274.0
2024-02-06,2.95,70.28,852.35,17.05,6.82,6.08,5.0,8034.0
2024-02-07,0.64,70.29,852.93,16.29,6.5,6.0,5.08,7271.0
2024-02-08,1.79,70.1,825.24,16.29,6.53,6.37,5.42,6179.0
2024-02-09,4.07,70.04,815.98,15.68,6.6,6.49,5.81,5938.0
2024-02-10,2.75,70.11,825.77,15.63,6.6,5.97,5.19,5895.0
2024-02-11,1.69,70.07,820.6,16.15,6.68,7.26,4.69,5492.0
2024-02-12,4.35,70.06,819.13,16.37,6.78,5.83,5.7,5605.0
2024-02-13,2.81,70.12,827.11,16.36,6.66,6.47,5.2,5798.0
2024-02-14,0.52,70.08,821.01,16.53,6.56,6.23,5.75,5246.0
2024-02-15,4.28,70.0,809.56,16.73,6.49,6.18,5.55,4419.0
2024-02-16,4.18,70.16,834.22,16.01,7.21,5.84,4.71,4450.0
2024-02-17,1.44,70.18,836.13,16.22,6.87,6.24,5.53,4557.0
2024-02-18,0.6,70.1,824.13,16.31,6.75,6.35,5.35,3471.0
2024-02-19,4.3,69.98,806.43,17.15,5.7,10.65,5.72,4008.0
2024-02-20,1.9,70.02,812.09,16.19,6.45,6.49,6.12,3555.0
2024-02-21,1.4,69.92,798.23,16.55,6.84,5.89,5.67,3299.0
2024-02-22,0.36,69.76,774.22,16.88,6.97,6.65,4.94,3775.0
2024-02-23,3.42,69.71,765.44,16.94,7.03,5.94,5.05,3772.0
2024-02-24,2.08,69.69,763.09,16.71,6.36,6.61,4.76,4577.0
2024-02-25,4.86,69.69,763.2,16.46,7.15,6.67,4.75,4954.0
2024-02-26,4.9,69.77,775.33,16.56,6.72,6.68,5.07,4370.0
2024-02-27,3.83,69.88,791.37,17.33,6.81,6.07,5.52,4699.0
2024-02-28,4.95,70.02,813.04,17.06,6.99,6.01,5.07,4634.0
2024-02-29,4.06,70.17,834.63,16.6,6.87,5.57,5.72,4388.0
2024-03-01,1.81,70.16,833.32,17.14,7.17,5.6,5.4,4270.0
2024-03-02,3.94,70.12,828.09,17.17,6.76,6.31,5.15,4136.0
2024-03-03,4.82,70.23,843.67,17.82,6.85,5.99,5.27,4765.0
2024-03-04,4.62,70.26,848.99,17.33,6.67,5.22,5.14,5234.0
2024-03-05,3.82,70.33,859.87,17.45,6.69,6.48,4.92,5666.0
2024-03-06,4.64,70.39,868.28,17.56,6.39,6.18,5.2,4893.0
2024-03-07,1.58,70.39,867.65,18.19,6.45,6.28,5.88,4953.0
2024-03-08,3.12,70.4,869.6,16.9,6.85,6.31,5.37,5049.0
2024-03-09,0.55,70.39,868.31,18.08,6.8,5.94,4.86,4702.0
2024-03-10,0.51,70.25,846.54,18.29,5.7,6.13,6.25,4328.0
2024-03-11,4.23,70.21,840.82,18.29,6.05,6.33,5.67,3909.0
2024-03-12,2.65,70.25,847.19,18.49,6.36,6.24,5.59,3716.0
2024-03-13,4.03,70.33,859.25,18.64,6.14,6.76,5.42,4458.0
2024-03-14,3.9,70.45,877.83,18.35,6.54,6.15,5.32,4245.0
2024-03-15,4.16,70.54,891.25,18.25,6.67,5.78,5.55,4141.0
2024-03-16,2.59,70.51,885.39,19.1,5.9,6.22,5.45,4227.0
2024-03-17,0.87,70.45,876.95,18.3,7.02,6.1,5.32,4330.0
2024-03-18,2.59,70.37,864.53,18.6,6.86,5.61,5.52,4009.0
2024-03-19,3.75,70.41,870.38,18.93,6.72,6.18,5.0,3843.0
2024-03-20,0.28,70.36,863.06,19.05,6.25,6.66,5.08,3591.0
2024-03-21,4.33,70.25,846.65,19.09,6.19,6.7,5.13,8252.0
2024-03-22,4.29,70.31,856.29,20.1,6.38,6.13,5.11,7709.0
2024-03-23,1.53,70.26,848.04,19.2,6.48,6.49,4.92,7174.0
2024-03-24,2.27,70.13,829.53,19.54,6.29,5.88,4.3,6435.0
2024-03-25,0.45,70.01,810.87,20.36,5.75,6.97,5.64,6463.0
2024-03-26,4.96,69.81,781.18,20.07,6.44,5.75,5.92,5926.0
2024-03-27,0.92,69.84,785.4,19.53,5.98,6.66,5.46,5935.0
2024-03-28,2.84,69.69,762.5,20.51,5.21,10.6,5.13,6090.0
2024-03-29,3.72,69.62,752.03,20.46,5.97,5.87,5.66,5733.0
2024-03-30,1.56,69.6,749.92,19.87,6.21,6.85,5.15,5278.0
2024-03-31,4.29,69.58,746.78,20.64,6.59,5.73,5.37,5335.0
2024-04-01,4.84,69.64,755.3,20.72,6.03,6.59,5.57,5820.0
2024-04-02,2.57,69.81,781.53,20.81,6.37,5.59,5.2,5815.0
2024-04-03,4.19,69.79,777.59,21.2,6.32,6.75,5.49,6837.0
2024-04-04,3.27,69.92,797.33,20.97,6.27,6.07,5.05,6533.0
2024-04-05,3.36,69.88,791.54,21.22,6.41,6.07,5.58,6221.0
2024-04-06,1.79,69.9,794.26,20.89,6.66,5.47,4.91,6283.0
2024-04-07,2.7,69.8,779.04,21.58,6.21,6.0,5.38,6951.0
2024-04-08,3.98,69.77,774.54,21.67,6.16,5.95,5.46,6799.0
2024-04-09,0.72,69.78,776.83,21.47,6.0,6.47,5.4,6470.0
2024-04-10,2.53,69.71,766.06,22.53,6.18,5.51,5.78,5846.0
2024-04-11,1.31,69.63,753.81,21.9,5.96,6.57,4.77,5614.0
2024-04-12,0.89,69.49,732.51,22.4,6.05,6.52,5.52,5165.0
2024-04-13,4.6,69.46,728.63,22.79,6.01,5.67,5.21,5182.0
2024-04-14,2.71,69.46,728.85,21.56,6.44,6.71,5.21,5606.0
2024-04-15,3.29,69.46,728.98,23.06,6.05,6.4,5.22,4811.0
2024-04-16,4.23,69.51,736.38,23.1,5.99,6.77,5.06,4256.0
2024-04-17,2.59,69.56,743.39,23.11,6.03,6.64,5.35,4462.0
2024-04-18,4.31,69.51,735.88,23.25,6.2,6.61,4.74,4427.0
2024-04-19,0.77,69.53,738.59,23.38,6.2,5.78,5.49,3570.0
2024-04-20,4.77,69.51,736.56,23.8,6.23,5.56,5.1,4227.0
2024-04-21,2.3,69.59,748.41,22.75,6.24,5.6,4.91,4207.0
2024-04-22,3.74,69.54,740.15,23.56,6.61,5.54,5.22,4966.0
2024-04-23,2.48,69.57,744.71,23.66,6.0,6.43,5.11,4702.0
2024-04-24,3.11,69.48,732.25,23.48,6.02,5.89,5.47,4414.0
2024-04-25,1.8,69.45,727.22,23.72,5.66,6.26,5.52,4132.0
2024-04-26,1.61,69.36,714.22,24.46,6.2,5.84,5.08,4108.0
2024-04-27,2.7,69.29,702.43,24.55,6.24,6.06,5.3,3901.0
2024-04-28,4.46,69.33,709.29,24.66,5.7,6.44,5.4,4446.0
2024-04-29,2.29,69.35,711.89,24.59,5.75,6.55,4.91,4358.0
2024-04-30,4.7,69.28,700.88,24.51,5.8,6.41,5.2,5140.0
2024-05-01,4.33,69.34,710.86,24.92,5.8,6.12,5.79,5265.0
2024-05-02,2.26,69.35,712.63,25.76,5.73,6.08,5.49,4965.0
2024-05-03,4.91,69.37,715.45,25.67,4.85,10.37,4.93,4535.0
2024-05-04,3.75,69.52,737.69,25.72,5.68,5.95,5.11,5030.0
2024-05-05,2.07,69.46,729.16,25.56,5.82,6.12,4.93,5577.0
2024-05-06,4.3,69.47,729.53,25.96,6.02,5.5,5.6,5520.0
2024-05-07,2.39,69.47,729.73,25.8,5.89,6.29,5.02,4998.0
2024-05-08,2.59,69.38,717.1,26.6,5.98,5.39,5.19,10732.0
2024-05-09,2.95,69.41,720.88,26.78,4.67,10.0,5.29,10056.0
2024-05-10,4.62,69.37,715.29,26.33,5.34,6.5,5.39,9116.0
2024-05-11,4.78,69.51,736.31,27.0,5.45,5.62,5.22,8337.0
2024-05-12,4.76,69.59,748.16,27.06,6.03,6.2,5.22,8382.0
2024-05-13,1.18,69.67,760.14,27.33,5.66,5.91,4.75,7721.0
2024-05-14,3.88,69.63,754.0,26.88,4.44,10.71,5.04,7035.0
2024-05-15,2.03,69.71,765.68,26.88,5.42,5.83,5.95,6717.0
2024-05-16,0.86,69.55,742.14,27.75,5.68,6.12,4.97,5895.0
2024-05-17,2.41,69.4,719.85,27.42,5.35,6.17,5.28,6398.0
2024-05-18,1.08,69.26,698.65,27.69,5.7,6.07,4.97,5763.0
2024-05-19,3.66,69.23,694.2,27.35,5.2,6.31,5.34,6017.0
2024-05-20,2.58,69.22,691.95,27.81,6.16,5.43,5.63,5849.0
2024-05-21,4.46,69.21,690.78,28.39,5.55,6.75,4.68,5652.0
2024-05-22,0.73,69.15,682.63,29.0,5.24,6.33,5.27,5654.0
2024-05-23,3.74,69.07,669.47,29.33,5.3,5.56,5.04,5288.0
2024-05-24,0.38,69.04,665.44,28.9,5.46,6.45,5.11,4802.0
2024-05-25,2.93,68.99,658.42,29.34,5.13,6.33,5.19,4727.0
2024-05-26,2.33,68.98,656.4,28.98,5.57,6.37,5.23,4533.0
2024-05-27,4.85,68.86,638.85,29.22,5.34,6.74,5.17,4430.0
2024-05-28,3.87,68.93,649.29,29.11,5.22,6.13,5.7,5009.0
2024-05-29,2.05,68.97,655.08,28.61,5.41,5.82,5.1,4508.0
2024-05-30,0.51,68.8,629.2,30.29,5.43,5.98,4.74,4408.0
2024-05-31,4.95,68.68,612.06,30.16,6.07,5.08,5.38,4310.0
2024-06-01,1.54,68.78,626.74,30.15,5.29,6.3,4.8,3535.0
2024-06-02,26.57,69.26,697.92,29.86,5.27,6.19,5.41,5746.0
2024-06-03,31.26,70.77,925.32,30.09,5.26,5.58,5.2,9719.0
2024-06-04,13.5,72.03,1114.81,30.63,4.77,6.59,5.65,11584.0
2024-06-05,17.76,72.83,1234.16,30.77,5.33,7.11,5.09,13215.0
2024-06-06,4.5,73.6,1350.15,29.63,4.84,6.44,5.81,13250.0
2024-06-07,30.08,74.0,1409.62,30.54,5.29,6.13,5.61,15466.0
2024-06-08,14.36,74.0,1409.62,31.26,5.01,6.81,5.66,16995.0
2024-06-09,17.11,74.0,1409.62,31.22,4.79,6.63,5.96,17378.0
2024-06-10,4.46,74.0,1409.62,30.99,4.84,6.56,6.37,17403.0
2024-06-11,25.71,74.0,1409.62,30.73,5.46,6.6,5.51,18159.0
2024-06-12,8.83,74.0,1409.62,31.3,5.21,5.86,5.68,18648.0
2024-06-13,2.18,74.0,1409.62,30.73,4.39,6.9,6.15,17060.0
2024-06-14,17.72,74.0,1409.62,31.06,4.73,7.37,5.72,17485.0
2024-06-15,37.1,74.0,1409.62,31.74,5.12,6.3,5.85,20116.0
2024-06-16,11.32,74.0,1409.62,31.09,5.16,6.72,5.62,20528.0
2024-06-17,3.96,74.0,1409.62,30.85,4.98,6.51,5.67,19091.0
2024-06-18,39.99,74.0,1409.62,32.49,4.66,7.23,5.98,21101.0
2024-06-19,37.88,74.0,1409.62,31.67,5.02,6.34,5.56,25000.0
2024-06-20,15.82,74.0,1409.62,32.44,4.59,6.56,5.71,25000.0
2024-06-21,2.84,74.0,1409.62,32.33,5.35,6.06,5.61,24591.0
2024-06-22,10.46,74.0,1409.62,31.66,4.87,7.16,5.54,23204.0
2024-06-23,5.24,74.0,1409.62,32.45,5.07,6.19,5.48,22267.0
2024-06-24,27.32,74.0,1409.62,31.98,4.82,6.71,5.81,22598.0
2024-06-25,14.3,74.0,1409.62,32.28,4.71,6.97,5.67,22729.0
2024-06-26,4.0,74.0,1409.62,33.0,4.8,6.79,5.49,21884.0
2024-06-27,18.54,74.0,1409.62,32.43,4.76,6.93,5.91,21597.0
2024-06-28,4.59,74.0,1409.62,33.0,4.9,6.88,5.59,21400.0
2024-06-29,16.78,74.0,1409.62,32.77,4.98,6.56,5.77,20936.0
2024-06-30,36.63,74.0,1409.62,33.0,4.96,6.05,6.34,23469.0
2024-07-01,20.53,74.0,1409.62,33.0,4.8,7.02,5.63,24551.0
2024-07-02,6.23,74.0,1409.62,32.66,4.86,6.77,5.58,23668.0
2024-07-03,1.62,74.0,1409.62,32.2,3.9,10.7,6.1,22391.0
2024-07-04,15.31,74.0,1409.62,32.71,5.1,5.91,5.44,21049.0
2024-07-05,34.0,74.0,1409.62,32.5,5.06,6.61,5.39,23464.0
2024-07-06,16.9,74.0,1409.62,33.0,5.02,6.15,5.72,24954.0
2024-07-07,26.68,74.0,1409.62,33.0,5.02,6.05,5.54,25000.0
2024-07-08,3.86,74.0,1409.62,33.0,4.51,7.54,6.07,25000.0
2024-07-09,15.89,74.0,1409.62,33.0,4.85,6.95,6.01,25000.0
2024-07-10,16.94,74.0,1409.62,32.83,4.89,6.72,6.07,25000.0
2024-07-11,4.05,74.0,1409.62,33.0,4.86,6.43,5.87,25000.0
2024-07-12,6.78,74.0,1409.62,33.0,4.72,6.5,5.95,25000.0
2024-07-13,0.91,74.0,1409.62,33.0,4.92,6.79,5.86,23381.0
2024-07-14,11.81,74.0,1409.62,33.0,4.53,6.88,6.09,22671.0
2024-07-15,9.58,74.0,1409.62,33.0,4.54,7.03,5.94,21621.0
2024-07-16,13.91,74.0,1409.62,33.0,4.75,6.69,6.29,21718.0
2024-07-17,0.6,74.0,1409.62,33.0,4.98,6.58,5.97,20675.0
2024-07-18,38.21,74.0,1409.62,33.0,4.96,6.92,5.75,22846.0
2024-07-19,6.57,74.0,1409.62,33.0,5.0,6.45,5.78,21886.0
2024-07-20,39.83,74.0,1409.62,33.0,4.92,6.6,6.04,24207.0
2024-07-21,4.97,74.0,1409.62,33.0,4.71,6.62,5.27,23942.0
2024-07-22,15.08,74.0,1409.62,33.0,5.12,6.13,5.65,23254.0
2024-07-23,4.48,74.0,1409.62,33.0,5.09,6.43,5.66,21676.0
2024-07-24,18.74,74.0,1409.62,33.0,4.47,6.91,6.63,21766.0
2024-07-25,36.15,74.0,1409.62,33.0,4.95,6.26,5.86,23722.0
2024-07-26,10.1,74.0,1409.62,33.0,5.18,6.51,5.48,24763.0
2024-07-27,26.32,74.0,1409.62,33.0,4.83,6.83,5.42,25000.0
2024-07-28,4.77,74.0,1409.62,33.0,4.52,6.36,6.3,25000.0
2024-07-29,14.08,74.0,1409.62,33.0,4.76,7.42,6.16,24749.0
2024-07-30,3.5,74.0,1409.62,33.0,4.92,6.37,5.86,23310.0
2024-07-31,4.18,74.0,1409.62,33.0,4.74,6.68,5.9,21766.0
2024-08-01,28.22,74.0,1409.62,33.0,4.77,6.6,6.16,22942.0
2024-08-02,24.55,74.0,1409.62,33.0,4.65,7.41,5.41,24663.0
2024-08-03,25.11,74.0,1409.62,33.0,5.0,6.69,5.96,25000.0
2024-08-04,6.59,74.0,1409.62,33.0,4.25,7.26,6.0,25000.0
2024-08-05,2.02,74.0,1409.62,33.0,5.21,5.7,6.35,23609.0
2024-08-06,2.35,73.95,1401.94,33.0,5.01,6.76,5.8,21204.0
2024-08-07,2.2,73.95,1401.95,33.0,4.4,6.82,5.86,19618.0
2024-08-08,5.62,73.92,1397.12,33.0,4.73,6.5,5.74,19331.0
2024-08-09,4.11,74.0,1409.62,33.0,4.73,6.88,6.2,17906.0
2024-08-10,36.63,74.0,1409.62,33.0,5.32,6.68,5.47,20044.0
2024-08-11,36.88,74.0,1409.62,33.0,4.94,6.75,5.93,23391.0
2024-08-12,25.77,74.0,1409.62,33.0,4.72,6.52,5.85,25000.0
2024-08-13,6.72,74.0,1409.62,33.0,4.63,6.5,5.95,24500.0
2024-08-14,5.79,74.0,1409.62,33.0,4.88,6.68,5.69,23438.0
2024-08-15,6.05,74.0,1409.62,33.0,4.54,6.75,5.9,21557.0
2024-08-16,18.7,74.0,1409.62,33.0,4.76,6.31,5.56,22034.0
2024-08-17,19.01,74.0,1409.62,33.0,4.19,7.22,5.7,22725.0
2024-08-18,7.54,74.0,1409.62,33.0,4.46,6.73,5.8,22669.0
2024-08-19,35.86,74.0,1409.62,33.0,4.69,6.49,5.83,24899.0
2024-08-20,14.99,74.0,1409.62,33.0,5.4,5.79,5.26,25000.0
2024-08-21,16.89,74.0,1409.62,33.0,4.9,6.44,5.68,25000.0
2024-08-22,14.62,74.0,1409.62,33.0,4.58,6.89,6.37,25000.0
2024-08-23,27.74,74.0,1409.62,33.0,4.35,7.09,6.06,25000.0
2024-08-24,17.75,74.0,1409.62,33.0,5.11,6.24,5.83,25000.0
2024-08-25,8.12,74.0,1409.62,33.0,4.33,7.21,6.11,24625.0
2024-08-26,24.42,74.0,1409.62,32.49,4.81,5.85,6.22,24578.0
2024-08-27,2.1,74.0,1409.62,32.82,5.16,5.87,6.02,23100.0
2024-08-28,4.51,74.0,1409.62,32.79,4.36,7.35,5.71,21294.0
2024-08-29,5.51,74.0,1409.62,32.86,4.7,7.07,5.84,19600.0
2024-08-30,28.9,74.0,1409.62,32.87,4.84,6.56,6.34,21036.0
2024-08-31,27.96,74.0,1409.62,33.0,5.05,6.49,6.18,23319.0
2024-09-01,39.38,74.0,1409.62,32.86,4.81,6.88,6.12,25000.0
2024-09-02,5.11,74.0,1409.62,32.97,4.51,7.25,6.25,25000.0
2024-09-03,39.59,74.0,1409.62,32.0,4.95,7.08,5.68,25000.0
2024-09-04,10.42,74.0,1409.62,33.0,4.76,6.51,5.72,25000.0
2024-09-05,19.72,74.0,1409.62,32.03,4.68,7.01,6.15,25000.0
2024-09-06,4.6,74.0,1409.62,32.6,4.88,7.3,6.19,25000.0
2024-09-07,4.44,74.0,1409.62,32.09,5.25,6.09,5.82,23243.0
2024-09-08,12.23,74.0,1409.62,30.99,4.79,7.6,5.85,21695.0
2024-09-09,16.67,74.0,1409.62,31.65,4.98,6.34,6.11,21825.0
2024-09-10,15.33,74.0,1409.62,31.72,5.56,6.27,5.32,22094.0
2024-09-11,7.3,74.0,1409.62,31.98,4.98,6.66,5.54,21241.0
2024-09-12,3.26,74.0,1409.62,32.17,4.96,6.94,6.16,20491.0
